Time,Error,Speed,Proportional,Integral,Derivative,ID
7389,-193.02,-20,-193.02,-564.83,0,RIGHT
7396,-189.42,-20,-189.42,-568.62,180,RIGHT
7403,-189.42,-20,-189.42,-572.41,0,RIGHT
7410,-185.42,-20,-185.42,-576.12,200,RIGHT
7416,-185.42,-20,-185.42,-579.82,0,RIGHT
7423,-183.02,-20,-183.02,-583.48,120,RIGHT
7430,-183.02,-20,-183.02,-587.14,0,RIGHT
7437,-179.42,-20,-179.42,-590.73,180,RIGHT
7444,-179.42,-20,-179.42,-594.32,0,RIGHT
7452,-175.82,-20,-175.82,-597.84,180,RIGHT
7459,-175.82,-20,-175.82,-601.35,0,RIGHT
7467,-173.42,-20,-173.42,-604.82,120,RIGHT
7475,-173.42,-20,-173.42,-608.29,0,RIGHT
7482,-169.82,-20,-169.82,-611.69,180,RIGHT
7489,-169.82,-20,-169.82,-615.08,0,RIGHT
7497,-166.22,-20,-166.22,-618.41,180,RIGHT
7504,-166.22,-20,-166.22,-621.73,0,RIGHT
7511,-163.02,-20,-163.02,-624.99,160,RIGHT
7519,-163.02,-20,-163.02,-628.25,0,RIGHT
7526,-159.42,-20,-159.42,-631.44,180,RIGHT
7534,-159.42,-20,-159.42,-634.63,0,RIGHT
7541,-155.82,-20,-155.82,-637.75,180,RIGHT
7548,-155.82,-20,-155.82,-640.86,0,RIGHT
7559,-152.22,-20,-152.22,-643.91,180,RIGHT
7566,-148.22,-20,-148.22,-646.87,200,RIGHT
7574,-148.22,-20,-148.22,-649.84,0,RIGHT
7582,-144.62,-20,-144.62,-652.73,180,RIGHT
7591,-144.62,-20,-144.62,-655.62,0,RIGHT
7599,-141.02,-20,-141.02,-658.44,180,RIGHT
7606,-141.02,-20,-141.02,-661.26,0,RIGHT
7614,-137.42,-20,-137.42,-664.01,180,RIGHT
7622,-137.42,-20,-137.42,-666.76,0,RIGHT
7630,-133.82,-20,-133.82,-669.44,180,RIGHT
7637,-133.82,-20,-133.82,-672.11,0,RIGHT
7645,-130.22,-20,-130.22,-674.72,180,RIGHT
7654,-130.22,-20,-130.22,-677.32,0,RIGHT
7662,-127.02,-20,-127.02,-679.86,160,RIGHT
7671,-123.02,-20,-123.02,-682.32,200,RIGHT
7679,-123.02,-20,-123.02,-684.78,0,RIGHT
7686,-119.42,-20,-119.42,-687.17,180,RIGHT
7694,-119.42,-20,-119.42,-689.56,0,RIGHT
7702,-115.82,-20,-115.82,-691.88,180,RIGHT
7709,-115.82,-20,-115.82,-694.19,0,RIGHT
7717,-112.22,-20,-112.22,-696.44,180,RIGHT
7725,-112.22,-20,-112.22,-698.68,0,RIGHT
7732,-108.62,-20,-108.62,-700.85,180,RIGHT
7740,-108.62,-20,-108.62,-703.03,0,RIGHT
7749,-105.42,-20,-105.42,-705.14,160,RIGHT
7757,-105.42,-20,-105.42,-707.24,0,RIGHT
7765,-101.82,-20,-101.82,-709.28,180,RIGHT
7772,-101.82,-20,-101.82,-711.32,0,RIGHT
7781,-98.22,-20,-98.22,-713.28,180,RIGHT
7789,-95.82,-20,-95.82,-715.2,120,RIGHT
7797,-95.82,-20,-95.82,-717.11,0,RIGHT
7804,-92.22,-20,-92.22,-718.96,180,RIGHT
7812,-92.22,-20,-92.22,-720.8,0,RIGHT
7820,-88.62,-20,-88.62,-722.58,180,RIGHT
7827,-88.62,-20,-88.62,-724.35,0,RIGHT
7835,-83.82,-20,-83.82,-726.02,240,RIGHT
7843,-83.82,-20,-83.82,-727.7,0,RIGHT
7852,-81.02,-20,-81.02,-729.32,140,RIGHT
7860,-81.02,-20,-81.02,-730.94,0,RIGHT
7867,-77.42,-20,-77.42,-732.49,180,RIGHT
7875,-77.42,-20,-77.42,-734.04,0,RIGHT
7883,-73.82,-20,-73.82,-735.52,180,RIGHT
7892,-70.22,-20,-70.22,-736.92,180,RIGHT
7899,-70.22,-20,-70.22,-738.32,0,RIGHT
7907,-67.02,-20,-67.02,-739.67,160,RIGHT
7915,-67.02,-20,-67.02,-741.01,0,RIGHT
7922,-63.42,-20,-63.42,-742.27,180,RIGHT
7930,-63.42,-20,-63.42,-743.54,0,RIGHT
7938,-59.82,-20,-59.82,-744.74,180,RIGHT
7946,-59.82,-20,-59.82,-745.94,0,RIGHT
7955,-56.22,-20,-56.22,-747.06,180,RIGHT
7962,-56.22,-20,-56.22,-748.18,0,RIGHT
7970,-52.62,-20,-52.62,-749.24,180,RIGHT
7978,-52.62,-20,-52.62,-750.29,0,RIGHT
7985,-49.02,-20,-49.02,-751.27,180,RIGHT
7993,-49.02,-20,-49.02,-752.25,0,RIGHT
8002,-45.02,-20,-45.02,-753.15,200,RIGHT
8010,-41.82,-20,-41.82,-753.99,160,RIGHT
8017,-41.82,-20,-41.82,-754.82,0,RIGHT
8025,-38.22,-20,-38.22,-755.59,180,RIGHT
8033,-38.22,-20,-38.22,-756.35,0,RIGHT
8041,-34.62,-20,-34.62,-757.04,180,RIGHT
8048,-34.62,-20,-34.62,-757.74,0,RIGHT
8055,-31.02,-20,-31.02,-758.36,180,RIGHT
8064,-29.82,-20,-29.82,-758.95,60,RIGHT
8072,-29.82,-20,-29.82,-759.55,0,RIGHT
8079,-26.22,-20,-26.22,-760.08,180,RIGHT
8086,-26.22,-20,-26.22,-760.6,0,RIGHT
8093,-22.62,-20,-22.62,-761.05,180,RIGHT
8100,-22.62,-20,-22.62,-761.5,0,RIGHT
8107,-19.02,-19.02,-19.02,-761.89,180,RIGHT
8116,-19.02,-19.02,-19.02,-762.27,0,RIGHT
8123,-15.42,-15.42,-15.42,-762.57,180,RIGHT
8130,-15.42,-15.42,-15.42,-762.88,0,RIGHT
8137,-11.82,-11.82,-11.82,-763.12,180,RIGHT
8145,-11.82,-11.82,-11.82,-763.36,0,RIGHT
8153,-9.42,-9.42,-9.42,-763.54,120,RIGHT
8160,-9.42,-9.42,-9.42,-763.73,0,RIGHT
8168,-6.22,-6.22,-6.22,-763.86,160,RIGHT
8175,-6.22,-6.22,-6.22,-763.98,0,RIGHT
8182,-2.62,-2.62,-2.62,-764.03,180,RIGHT
8190,-2.62,-2.62,-2.62,-764.09,0,RIGHT
8197,0.98,0.98,0.98,-764.07,180,RIGHT
8201,0.98,0.98,0.98,-764.05,0,RIGHT
8205,4.18,4.18,4.18,-763.96,160,RIGHT
8209,4.18,4.18,4.18,-763.88,0,RIGHT
8213,4.18,4.18,4.18,-763.8,0,RIGHT
8217,5.78,5.78,5.78,-763.68,80,RIGHT
8222,5.78,5.78,5.78,-763.57,0,RIGHT
8226,5.78,5.78,5.78,-763.45,0,RIGHT
8230,6.58,6.58,6.58,-763.32,40,RIGHT
8234,6.58,6.58,6.58,-763.19,0,RIGHT
8238,6.58,6.58,6.58,-763.06,0,RIGHT
8242,6.18,6.18,6.18,-762.93,-20,RIGHT
8246,6.18,6.18,6.18,-762.81,0,RIGHT
8250,6.18,6.18,6.18,-762.68,0,RIGHT
8254,5.78,5.78,5.78,-762.57,-20,RIGHT
8258,5.78,5.78,5.78,-762.45,0,RIGHT
8262,5.78,5.78,5.78,-762.34,0,RIGHT
8266,4.98,4.98,4.98,-762.24,-40,RIGHT
8270,4.98,4.98,4.98,-762.14,0,RIGHT
8274,4.98,4.98,4.98,-762.04,0,RIGHT
8280,4.58,4.58,4.58,-761.95,-20,RIGHT
8284,4.58,4.58,4.58,-761.86,0,RIGHT
8288,4.58,4.58,4.58,-761.76,0,RIGHT
8292,4.18,4.18,4.18,-761.68,-20,RIGHT
8296,4.18,4.18,4.18,-761.6,0,RIGHT
8300,4.18,4.18,4.18,-761.51,0,RIGHT
8304,3.78,3.78,3.78,-761.44,-20,RIGHT
8308,3.78,3.78,3.78,-761.36,0,RIGHT
8312,3.78,3.78,3.78,-761.29,0,RIGHT
8316,3.38,3.38,3.38,-761.22,-20,RIGHT
8320,3.38,3.38,3.38,-761.15,0,RIGHT
8324,3.38,3.38,3.38,-761.08,0,RIGHT
8328,2.98,2.98,2.98,-761.03,-20,RIGHT
8332,2.98,2.98,2.98,-760.97,0,RIGHT
8338,2.58,2.58,2.58,-760.91,-20,RIGHT
8342,2.58,2.58,2.58,-760.86,0,RIGHT
8346,2.58,2.58,2.58,-760.81,0,RIGHT
8350,2.18,2.18,2.18,-760.77,-20,RIGHT
8354,2.18,2.18,2.18,-760.72,0,RIGHT
8358,2.18,2.18,2.18,-760.68,0,RIGHT
8362,1.78,1.78,1.78,-760.64,-20,RIGHT
8366,1.78,1.78,1.78,-760.61,0,RIGHT
8370,1.78,1.78,1.78,-760.57,0,RIGHT
8374,1.38,1.38,1.38,-760.55,-20,RIGHT
8378,1.38,1.38,1.38,-760.52,0,RIGHT
8382,1.38,1.38,1.38,-760.49,0,RIGHT
8386,0.58,0.58,0.58,-760.48,-40,RIGHT
8390,0.58,0.58,0.58,-760.47,0,RIGHT
8396,0.18,0.18,0.18,-760.46,-20,RIGHT
