Time,Error,Speed,Proportional,Integral,Derivative,ID
7903,71.02,20,71.02,734.71,0,LEFT
7911,67.42,20,67.42,736.06,-180,LEFT
7919,67.42,20,67.42,737.41,0,LEFT
7926,63.82,20,63.82,738.68,-180,LEFT
7934,63.82,20,63.82,739.96,0,LEFT
7942,60.62,20,60.62,741.17,-160,LEFT
7951,57.02,20,57.02,742.31,-180,LEFT
7958,57.02,20,57.02,743.45,0,LEFT
7966,53.42,20,53.42,744.52,-180,LEFT
7974,53.42,20,53.42,745.59,0,LEFT
7982,49.42,20,49.42,746.58,-200,LEFT
7989,49.42,20,49.42,747.57,0,LEFT
7997,45.82,20,45.82,748.48,-180,LEFT
8006,45.82,20,45.82,749.4,0,LEFT
8014,42.22,20,42.22,750.24,-180,LEFT
8021,42.22,20,42.22,751.09,0,LEFT
8029,39.02,20,39.02,751.87,-160,LEFT
8037,39.02,20,39.02,752.65,0,LEFT
8044,35.42,20,35.42,753.36,-180,LEFT
8051,35.42,20,35.42,754.07,0,LEFT
8058,31.42,20,31.42,754.69,-200,LEFT
8068,29.02,20,29.02,755.27,-120,LEFT
8075,29.02,20,29.02,755.85,0,LEFT
8082,26.62,20,26.62,756.39,-120,LEFT
8089,26.62,20,26.62,756.92,0,LEFT
8096,23.02,20,23.02,757.38,-180,LEFT
8103,23.02,20,23.02,757.84,0,LEFT
8111,19.82,19.82,19.82,758.24,-160,LEFT
8119,19.82,19.82,19.82,758.63,0,LEFT
8126,16.22,16.22,16.22,758.96,-180,LEFT
8133,16.22,16.22,16.22,759.28,0,LEFT
8142,12.62,12.62,12.62,759.53,-180,LEFT
8149,10.22,10.22,10.22,759.74,-120,LEFT
8156,10.22,10.22,10.22,759.94,0,LEFT
8164,6.62,6.62,6.62,760.08,-180,LEFT
8171,6.62,6.62,6.62,760.21,0,LEFT
8178,3.02,3.02,3.02,760.27,-180,LEFT
8186,3.02,3.02,3.02,760.33,0,LEFT
8193,-0.18,-0.18,-0.18,760.33,-160,LEFT
