Time,Error,Speed,Proportional,Integral,Derivative,ID
5043,-290.62,-20,-290.62,-350.42,180,RIGHT
5050,-290.62,-20,-290.62,-356.23,0,RIGHT
5058,-288.22,-20,-288.22,-362,120,RIGHT
5065,-285.02,-20,-285.02,-367.7,160,RIGHT
5072,-285.02,-20,-285.02,-373.4,0,RIGHT
5078,-283.02,-20,-283.02,-379.06,100,RIGHT
5085,-283.02,-20,-283.02,-384.72,0,RIGHT
5092,-279.42,-20,-279.42,-390.31,180,RIGHT
5099,-279.42,-20,-279.42,-395.9,0,RIGHT
5107,-277.42,-20,-277.42,-401.44,100,RIGHT
5114,-277.42,-20,-277.42,-406.99,0,RIGHT
5120,-273.82,-20,-273.82,-412.47,180,RIGHT
5127,-273.82,-20,-273.82,-417.95,0,RIGHT
5134,-270.22,-20,-270.22,-423.35,180,RIGHT
5141,-270.22,-20,-270.22,-428.75,0,RIGHT
5151,-266.62,-20,-266.62,-434.09,180,RIGHT
5157,-263.82,-20,-263.82,-439.36,140,RIGHT
5164,-263.82,-20,-263.82,-444.64,0,RIGHT
5171,-260.22,-20,-260.22,-449.84,180,RIGHT
5178,-260.22,-20,-260.22,-455.05,0,RIGHT
5184,-256.62,-20,-256.62,-460.18,180,RIGHT
5192,-256.62,-20,-256.62,-465.31,0,RIGHT
5199,-254.22,-20,-254.22,-470.4,120,RIGHT
5206,-254.22,-20,-254.22,-475.48,0,RIGHT
5213,-250.22,-20,-250.22,-480.49,200,RIGHT
5219,-250.22,-20,-250.22,-485.49,0,RIGHT
5226,-247.82,-20,-247.82,-490.45,120,RIGHT
5233,-247.82,-20,-247.82,-495.4,0,RIGHT
5240,-244.22,-20,-244.22,-500.29,180,RIGHT
5248,-244.22,-20,-244.22,-505.17,0,RIGHT
5254,-240.62,-20,-240.62,-509.99,180,RIGHT
5261,-240.62,-20,-240.62,-514.8,0,RIGHT
5268,-237.02,-20,-237.02,-519.54,180,RIGHT
5275,-237.02,-20,-237.02,-524.28,0,RIGHT
5282,-233.42,-20,-233.42,-528.95,180,RIGHT
5289,-233.42,-20,-233.42,-533.62,0,RIGHT
5295,-231.02,-20,-231.02,-538.24,120,RIGHT
5301,-231.02,-20,-231.02,-542.86,0,RIGHT
5307,-227.02,-20,-227.02,-547.4,200,RIGHT
5313,-227.02,-20,-227.02,-551.94,0,RIGHT
5319,-224.62,-20,-224.62,-556.43,120,RIGHT
5326,-224.62,-20,-224.62,-560.92,0,RIGHT
5332,-222.22,-20,-222.22,-565.37,120,RIGHT
5339,-222.22,-20,-222.22,-569.81,0,RIGHT
5345,-218.62,-20,-218.62,-574.18,180,RIGHT
5350,-218.62,-20,-218.62,-578.56,0,RIGHT
5357,-215.02,-20,-215.02,-582.86,180,RIGHT
5363,-215.02,-20,-215.02,-587.16,0,RIGHT
5369,-212.62,-20,-212.62,-591.41,120,RIGHT
5375,-212.62,-20,-212.62,-595.66,0,RIGHT
5381,-210.22,-20,-210.22,-599.87,120,RIGHT
5386,-210.22,-20,-210.22,-604.07,0,RIGHT
5392,-207.02,-20,-207.02,-608.21,160,RIGHT
5398,-207.02,-20,-207.02,-612.35,0,RIGHT
5404,-204.62,-20,-204.62,-616.45,120,RIGHT
5410,-204.62,-20,-204.62,-620.54,0,RIGHT
5416,-201.82,-20,-201.82,-624.57,140,RIGHT
5423,-201.82,-20,-201.82,-628.61,0,RIGHT
5431,-198.22,-20,-198.22,-632.58,180,RIGHT
5437,-198.22,-20,-198.22,-636.54,0,RIGHT
5443,-194.62,-20,-194.62,-640.43,180,RIGHT
5450,-194.62,-20,-194.62,-644.32,0,RIGHT
5456,-192.22,-20,-192.22,-648.17,120,RIGHT
5463,-192.22,-20,-192.22,-652.01,0,RIGHT
5469,-188.62,-20,-188.62,-655.79,180,RIGHT
5476,-188.62,-20,-188.62,-659.56,0,RIGHT
5482,-185.02,-20,-185.02,-663.26,180,RIGHT
5488,-185.02,-20,-185.02,-666.96,0,RIGHT
5495,-182.62,-20,-182.62,-670.61,120,RIGHT
5501,-182.62,-20,-182.62,-674.26,0,RIGHT
5511,-179.02,-20,-179.02,-677.84,180,RIGHT
5518,-179.02,-20,-179.02,-681.43,0,RIGHT
5524,-175.42,-20,-175.42,-684.93,180,RIGHT
5531,-175.42,-20,-175.42,-688.44,0,RIGHT
5538,-171.82,-20,-171.82,-691.88,180,RIGHT
5545,-171.82,-20,-171.82,-695.32,0,RIGHT
5553,-168.22,-20,-168.22,-698.68,180,RIGHT
5560,-168.22,-20,-168.22,-702.04,0,RIGHT
5567,-165.82,-20,-165.82,-705.36,120,RIGHT
5573,-165.82,-20,-165.82,-708.68,0,RIGHT
5580,-162.22,-20,-162.22,-711.92,180,RIGHT
5587,-162.22,-20,-162.22,-715.17,0,RIGHT
5595,-158.62,-20,-158.62,-718.34,180,RIGHT
5602,-158.62,-20,-158.62,-721.51,0,RIGHT
5610,-155.02,-20,-155.02,-724.61,180,RIGHT
5617,-155.02,-20,-155.02,-727.71,0,RIGHT
5624,-151.02,-20,-151.02,-730.73,200,RIGHT
5630,-151.02,-20,-151.02,-733.75,0,RIGHT
5637,-147.42,-20,-147.42,-736.7,180,RIGHT
5644,-147.42,-20,-147.42,-739.65,0,RIGHT
5651,-145.02,-20,-145.02,-742.55,120,RIGHT
5681,-137.82,-20,-137.82,-745.31,360,RIGHT
5687,-137.82,-20,-137.82,-748.06,0,RIGHT
5694,-134.22,-20,-134.22,-750.75,180,RIGHT
5701,-134.22,-20,-134.22,-753.43,0,RIGHT
5709,-131.02,-20,-131.02,-756.05,160,RIGHT
5715,-131.02,-20,-131.02,-758.67,0,RIGHT
5722,-127.02,-20,-127.02,-761.21,200,RIGHT
5730,-124.62,-20,-124.62,-763.71,120,RIGHT
5737,-124.62,-20,-124.62,-766.2,0,RIGHT
5744,-122.22,-20,-122.22,-768.64,120,RIGHT
5750,-122.22,-20,-122.22,-771.09,0,RIGHT
5757,-118.62,-20,-118.62,-773.46,180,RIGHT
5764,-118.62,-20,-118.62,-775.83,0,RIGHT
5770,-115.02,-20,-115.02,-778.13,180,RIGHT
5777,-115.02,-20,-115.02,-780.43,0,RIGHT
5784,-113.02,-20,-113.02,-782.69,100,RIGHT
5792,-113.02,-20,-113.02,-784.95,0,RIGHT
5798,-109.42,-20,-109.42,-787.14,180,RIGHT
5805,-109.42,-20,-109.42,-789.33,0,RIGHT
5812,-107.02,-20,-107.02,-791.47,120,RIGHT
5820,-107.02,-20,-107.02,-793.61,0,RIGHT
5827,-103.82,-20,-103.82,-795.69,160,RIGHT
5833,-103.82,-20,-103.82,-797.76,0,RIGHT
5840,-100.22,-20,-100.22,-799.77,180,RIGHT
5847,-100.22,-20,-100.22,-801.77,0,RIGHT
5853,-96.62,-20,-96.62,-803.71,180,RIGHT
5860,-96.62,-20,-96.62,-805.64,0,RIGHT
5867,-94.22,-20,-94.22,-807.52,120,RIGHT
5875,-94.22,-20,-94.22,-809.41,0,RIGHT
5882,-90.22,-20,-90.22,-811.21,200,RIGHT
5888,-90.22,-20,-90.22,-813.02,0,RIGHT
5895,-86.22,-20,-86.22,-814.74,200,RIGHT
5902,-86.22,-20,-86.22,-816.47,0,RIGHT
5908,-82.62,-20,-82.62,-818.12,180,RIGHT
5915,-82.62,-20,-82.62,-819.77,0,RIGHT
5923,-80.22,-20,-80.22,-821.37,120,RIGHT
5930,-80.22,-20,-80.22,-822.98,0,RIGHT
5936,-77.02,-20,-77.02,-824.52,160,RIGHT
5943,-77.02,-20,-77.02,-826.06,0,RIGHT
5950,-73.42,-20,-73.42,-827.53,180,RIGHT
5956,-73.42,-20,-73.42,-829,0,RIGHT
5964,-69.82,-20,-69.82,-830.39,180,RIGHT
5970,-69.82,-20,-69.82,-831.79,0,RIGHT
5976,-67.42,-20,-67.42,-833.14,120,RIGHT
5982,-67.42,-20,-67.42,-834.49,0,RIGHT
5989,-63.82,-20,-63.82,-835.76,180,RIGHT
5995,-63.82,-20,-63.82,-837.04,0,RIGHT
6001,-61.42,-20,-61.42,-838.27,120,RIGHT
6007,-61.42,-20,-61.42,-839.5,0,RIGHT
6014,-57.82,-20,-57.82,-840.65,180,RIGHT
6021,-55.42,-20,-55.42,-841.76,120,RIGHT
6027,-55.42,-20,-55.42,-842.87,0,RIGHT
6033,-53.02,-20,-53.02,-843.93,120,RIGHT
6039,-53.02,-20,-53.02,-844.99,0,RIGHT
6046,-50.62,-20,-50.62,-846,120,RIGHT
6053,-50.62,-20,-50.62,-847.02,0,RIGHT
6059,-47.42,-20,-47.42,-847.96,160,RIGHT
6065,-47.42,-20,-47.42,-848.91,0,RIGHT
6072,-44.62,-20,-44.62,-849.81,140,RIGHT
6078,-44.62,-20,-44.62,-850.7,0,RIGHT
6086,-41.42,-20,-41.42,-851.53,160,RIGHT
6093,-39.02,-20,-39.02,-852.31,120,RIGHT
6099,-39.02,-20,-39.02,-853.09,0,RIGHT
6105,-35.02,-20,-35.02,-853.79,200,RIGHT
6113,-35.02,-20,-35.02,-854.49,0,RIGHT
6118,-32.62,-20,-32.62,-855.14,120,RIGHT
6124,-32.62,-20,-32.62,-855.79,0,RIGHT
6132,-29.02,-20,-29.02,-856.37,180,RIGHT
6138,-29.02,-20,-29.02,-856.95,0,RIGHT
6144,-26.62,-20,-26.62,-857.49,120,RIGHT
6150,-26.62,-20,-26.62,-858.02,0,RIGHT
6156,-23.02,-20,-23.02,-858.48,180,RIGHT
6162,-23.02,-20,-23.02,-858.94,0,RIGHT
6168,-20.62,-20,-20.62,-859.35,120,RIGHT
6174,-20.62,-20,-20.62,-859.76,0,RIGHT
6181,-17.02,-17.02,-17.02,-860.1,180,RIGHT
6187,-17.02,-17.02,-17.02,-860.45,0,RIGHT
6193,-14.62,-14.62,-14.62,-860.74,120,RIGHT
6200,-14.62,-14.62,-14.62,-861.03,0,RIGHT
6208,-11.02,-11.02,-11.02,-861.25,180,RIGHT
6214,-11.02,-11.02,-11.02,-861.47,0,RIGHT
6221,-8.62,-8.62,-8.62,-861.64,120,RIGHT
6227,-8.62,-8.62,-8.62,-861.82,0,RIGHT
6233,-5.42,-5.42,-5.42,-861.92,160,RIGHT
6240,-5.42,-5.42,-5.42,-862.03,0,RIGHT
6246,-3.02,-3.02,-3.02,-862.09,120,RIGHT
6252,-3.02,-3.02,-3.02,-862.15,0,RIGHT
6259,0.58,0.58,0.58,-862.14,180,RIGHT
6263,0.58,0.58,0.58,-862.13,0,RIGHT
6267,2.58,2.58,2.58,-862.08,100,RIGHT
6271,2.58,2.58,2.58,-862.03,0,RIGHT
6275,2.58,2.58,2.58,-861.98,0,RIGHT
6281,4.58,4.58,4.58,-861.88,100,RIGHT
6285,4.58,4.58,4.58,-861.79,0,RIGHT
6289,4.58,4.58,4.58,-861.7,0,RIGHT
6293,4.98,4.98,4.98,-861.6,20,RIGHT
6297,4.98,4.98,4.98,-861.5,0,RIGHT
6301,4.98,4.98,4.98,-861.4,0,RIGHT
6305,4.98,4.98,4.98,-861.3,0,RIGHT
6309,4.98,4.98,4.98,-861.2,0,RIGHT
6313,4.98,4.98,4.98,-861.1,0,RIGHT
6318,4.58,4.58,4.58,-861.01,-20,RIGHT
6322,4.58,4.58,4.58,-860.92,0,RIGHT
6326,4.58,4.58,4.58,-860.83,0,RIGHT
6330,4.18,4.18,4.18,-860.75,-20,RIGHT
6334,4.18,4.18,4.18,-860.66,0,RIGHT
6340,3.78,3.78,3.78,-860.59,-20,RIGHT
6344,3.78,3.78,3.78,-860.51,0,RIGHT
6348,3.78,3.78,3.78,-860.44,0,RIGHT
6352,3.78,3.78,3.78,-860.36,0,RIGHT
6356,3.78,3.78,3.78,-860.28,0,RIGHT
6360,3.78,3.78,3.78,-860.21,0,RIGHT
6364,3.38,3.38,3.38,-860.14,-20,RIGHT
6368,3.38,3.38,3.38,-860.07,0,RIGHT
6372,3.38,3.38,3.38,-860.01,0,RIGHT
6376,2.98,2.98,2.98,-859.95,-20,RIGHT
6380,2.98,2.98,2.98,-859.89,0,RIGHT
6384,2.98,2.98,2.98,-859.83,0,RIGHT
6388,2.58,2.58,2.58,-859.78,-20,RIGHT
6392,2.58,2.58,2.58,-859.73,0,RIGHT
6398,2.58,2.58,2.58,-859.67,0,RIGHT
6402,2.58,2.58,2.58,-859.62,0,RIGHT
6406,2.58,2.58,2.58,-859.57,0,RIGHT
6410,2.18,2.18,2.18,-859.53,-20,RIGHT
6414,2.18,2.18,2.18,-859.48,0,RIGHT
6418,2.18,2.18,2.18,-859.44,0,RIGHT
6422,1.78,1.78,1.78,-859.4,-20,RIGHT
6426,1.78,1.78,1.78,-859.37,0,RIGHT
6430,1.78,1.78,1.78,-859.33,0,RIGHT
6434,1.38,1.38,1.38,-859.31,-20,RIGHT
6438,1.38,1.38,1.38,-859.28,0,RIGHT
6442,1.38,1.38,1.38,-859.25,0,RIGHT
6446,0.98,0.98,0.98,-859.23,-20,RIGHT
6450,0.98,0.98,0.98,-859.21,0,RIGHT
6456,0.58,0.58,0.58,-859.2,-20,RIGHT
6460,0.58,0.58,0.58,-859.19,0,RIGHT
6464,0.58,0.58,0.58,-859.18,0,RIGHT
6468,0.18,0.18,0.18,-859.17,-20,RIGHT
