Time,Error,Speed,Proportional,Integral,Derivative
14183,-423.28,-43.11,-63.49,-67.31,560
14208,-407.28,-31.35,-61.09,-75.45,800
14233,-397.28,-42.09,-59.59,-83.4,500.01
14258,-383.08,-31.79,-57.46,-91.06,710
14283,-374.28,-41.5,-56.14,-98.54,440
14308,-360.88,-30.5,-54.13,-105.76,670
14334,-352.08,-38.6,-52.81,-112.8,440
14359,-337.88,-25.87,-50.68,-119.56,710
14383,-329.28,-35.98,-49.39,-126.15,430
14408,-320.68,-34.88,-48.1,-132.56,430
14433,-308.28,-25.6,-46.24,-138.73,620
14457,-300.08,-32.95,-45.01,-144.73,410
14482,-289.28,-26.31,-43.39,-150.51,540
14505,-281.48,-31.31,-42.22,-156.14,390
14529,-274.08,-31.16,-41.11,-161.62,370
14554,-261.48,-19.03,-39.22,-166.85,629.99
14578,-254.68,-29.76,-38.2,-171.95,340
14602,-247.88,-28.89,-37.18,-176.9,340
14626,-237.68,-20.7,-35.65,-181.66,510
14651,-231.08,-27.05,-34.66,-186.28,330
14675,-224.68,-26.62,-33.7,-190.77,320
14699,-213.68,-15.9,-32.05,-195.05,550
14723,-207.68,-25.13,-31.15,-199.2,300
14747,-201.68,-24.35,-30.25,-203.23,300
14771,-193.28,-18.4,-28.99,-207.1,420
14795,-187.88,-23.71,-28.18,-210.86,270
14819,-182.68,-23.44,-27.4,-214.51,260
14843,-174.88,-17.17,-26.23,-218.01,390
14867,-169.28,-20.83,-25.39,-221.39,280
14891,-164.28,-21.38,-24.64,-224.68,250.01
14915,-155.28,-12.13,-23.29,-227.78,449.99
14939,-150.28,-19.46,-22.54,-230.79,250.01
14965,-143.28,-14.5,-21.49,-233.65,349.99
14988,-138.88,-19.12,-20.83,-236.43,220
15012,-134.48,-18.54,-20.17,-239.12,220
15037,-128.68,-14.95,-19.3,-241.7,290
15062,-124.48,-17.6,-18.67,-244.18,210
15087,-118.48,-13.17,-17.77,-246.55,300
15112,-114.48,-16.64,-17.17,-248.84,200
15137,-108.28,-11.37,-16.24,-251.01,310
15162,-104.48,-15.66,-15.67,-253.1,190
15187,-98.88,-11.28,-14.83,-255.08,280
15212,-95.28,-14.8,-14.29,-256.98,180
15237,-90.08,-10.87,-13.51,-258.78,260
15262,-86.88,-14.45,-13.03,-260.52,160
15287,-82.48,-11.44,-12.37,-262.17,220
15312,-79.48,-13.83,-11.92,-263.76,149.99
15337,-74.88,-9.99,-11.23,-265.26,230
15360,-71.88,-12.78,-10.78,-266.69,150
15385,-68.88,-12.37,-10.33,-268.07,150
15409,-64.08,-8.09,-9.61,-269.35,240
15433,-61.28,-11.71,-9.19,-270.58,140
15457,-58.88,-12.18,-8.83,-271.76,120
15483,-54.48,-7.56,-8.17,-272.85,220
15507,-52.08,-11.23,-7.81,-273.89,120
15531,-49.28,-10.04,-7.39,-274.87,140
15555,-45.28,-7.06,-6.79,-275.78,200
15580,-42.88,-9.93,-6.43,-276.64,120
15606,-39.28,-7.01,-5.89,-277.42,180
15630,-36.88,-9.08,-5.53,-278.16,120
15654,-34.88,-9.6,-5.23,-278.86,100
15679,-31.48,-6.31,-4.72,-279.49,170
15703,-29.48,-8.82,-4.42,-280.08,100
15727,-27.48,-8.54,-4.12,-280.63,100
15751,-24.08,-5.24,-3.61,-281.11,170.01
15776,-22.08,-7.76,-3.31,-281.55,100
15800,-20.28,-7.9,-3.04,-281.95,90
15824,-17.28,-5.06,-2.59,-282.3,149.99
15848,-15.68,-7.63,-2.35,-282.61,80
15874,-13.28,-5.68,-1.99,-282.88,120
15897,-12.08,-7.9,-1.81,-283.12,60
15921,-10.68,-7.3,-1.6,-283.33,70
15947,-8.48,-5.38,-1.27,-283.5,110
15971,-7.08,-6.77,-1.06,-283.64,70
15995,-5.68,-6.56,-0.85,-283.76,70
16019,-3.28,-4.21,-0.49,-283.82,120
16044,-2.08,-6.43,-0.31,-283.87,60
16068,-0.88,-6.25,-0.13,-283.88,60
